"Step","robust-dream-992 - std_entropy_1","robust-dream-992 - std_entropy_1__MIN","robust-dream-992 - std_entropy_1__MAX"
"187","0.01948653720319271","0.01948653720319271","0.01948653720319271"
"189","0.019201569259166718","0.019201569259166718","0.019201569259166718"
"191","0.023953786119818687","0.023953786119818687","0.023953786119818687"
"193","0.024185961112380028","0.024185961112380028","0.024185961112380028"
"195","0.01975506730377674","0.01975506730377674","0.01975506730377674"
"197","0.01777498424053192","0.01777498424053192","0.01777498424053192"
"199","0.019239261746406555","0.019239261746406555","0.019239261746406555"
"201","0.02326279878616333","0.02326279878616333","0.02326279878616333"
"203","0.0284420195966959","0.0284420195966959","0.0284420195966959"
"205","0.024972643703222275","0.024972643703222275","0.024972643703222275"
"207","0.020640544593334198","0.020640544593334198","0.020640544593334198"
"209","0.02518489770591259","0.02518489770591259","0.02518489770591259"
"211","0.026806848123669624","0.026806848123669624","0.026806848123669624"
"213","0.02758159302175045","0.02758159302175045","0.02758159302175045"
"215","0.03341677412390709","0.03341677412390709","0.03341677412390709"
"217","0.025484777987003326","0.025484777987003326","0.025484777987003326"
"219","0.028338946402072906","0.028338946402072906","0.028338946402072906"
"221","0.03038322925567627","0.03038322925567627","0.03038322925567627"
"223","0.03310457244515419","0.03310457244515419","0.03310457244515419"
"225","0.033160701394081116","0.033160701394081116","0.033160701394081116"
"227","0.035865023732185364","0.035865023732185364","0.035865023732185364"
"229","0.032352741807699203","0.032352741807699203","0.032352741807699203"
"231","0.03956008702516556","0.03956008702516556","0.03956008702516556"
"233","0.04341704025864601","0.04341704025864601","0.04341704025864601"
"235","0.044769760221242905","0.044769760221242905","0.044769760221242905"
"237","0.03783699497580528","0.03783699497580528","0.03783699497580528"
"239","0.04170851781964302","0.04170851781964302","0.04170851781964302"
"241","0.0463276170194149","0.0463276170194149","0.0463276170194149"
"243","0.044113900512456894","0.044113900512456894","0.044113900512456894"
"245","0.043794408440589905","0.043794408440589905","0.043794408440589905"
"247","0.05152449011802673","0.05152449011802673","0.05152449011802673"
"249","0.039129775017499924","0.039129775017499924","0.039129775017499924"
"251","0.04768861457705498","0.04768861457705498","0.04768861457705498"
"253","0.04584891349077225","0.04584891349077225","0.04584891349077225"
"255","0.057233747094869614","0.057233747094869614","0.057233747094869614"
"257","0.05570301413536072","0.05570301413536072","0.05570301413536072"
"259","0.05421392247080803","0.05421392247080803","0.05421392247080803"
"261","0.05185270309448242","0.05185270309448242","0.05185270309448242"
"263","0.059066690504550934","0.059066690504550934","0.059066690504550934"
"265","0.05502992123365402","0.05502992123365402","0.05502992123365402"
"267","0.06606655567884445","0.06606655567884445","0.06606655567884445"
"269","0.055181995034217834","0.055181995034217834","0.055181995034217834"
"271","0.06635541468858719","0.06635541468858719","0.06635541468858719"
"273","0.05914667993783951","0.05914667993783951","0.05914667993783951"
"275","0.061618197709321976","0.061618197709321976","0.061618197709321976"
"277","0.0664888322353363","0.0664888322353363","0.0664888322353363"
"279","0.07146817445755005","0.07146817445755005","0.07146817445755005"
"281","0.058228857815265656","0.058228857815265656","0.058228857815265656"
"283","0.0569363534450531","0.0569363534450531","0.0569363534450531"
"285","0.07142200320959091","0.07142200320959091","0.07142200320959091"
"287","0.07255837321281433","0.07255837321281433","0.07255837321281433"
"289","0.0665002092719078","0.0665002092719078","0.0665002092719078"
"291","0.06926748156547546","0.06926748156547546","0.06926748156547546"
"293","0.08139653503894806","0.08139653503894806","0.08139653503894806"
"295","0.07799563556909561","0.07799563556909561","0.07799563556909561"
"297","0.07705917954444885","0.07705917954444885","0.07705917954444885"
"299","0.0738661140203476","0.0738661140203476","0.0738661140203476"
"301","0.06598374247550964","0.06598374247550964","0.06598374247550964"
"303","0.08513340353965759","0.08513340353965759","0.08513340353965759"
"305","0.08398550003767014","0.08398550003767014","0.08398550003767014"
"307","0.08993268758058548","0.08993268758058548","0.08993268758058548"
"309","0.07942498475313187","0.07942498475313187","0.07942498475313187"
"311","0.08309512585401535","0.08309512585401535","0.08309512585401535"
"313","0.0901997983455658","0.0901997983455658","0.0901997983455658"
"315","0.09682934731245041","0.09682934731245041","0.09682934731245041"
"317","0.09837622940540314","0.09837622940540314","0.09837622940540314"
"319","0.0871003046631813","0.0871003046631813","0.0871003046631813"
"321","0.09081591665744781","0.09081591665744781","0.09081591665744781"
"323","0.08297798037528992","0.08297798037528992","0.08297798037528992"
"325","0.10083621740341187","0.10083621740341187","0.10083621740341187"
"327","0.09148450940847397","0.09148450940847397","0.09148450940847397"
"329","0.08674263209104538","0.08674263209104538","0.08674263209104538"
"331","0.10230401903390884","0.10230401903390884","0.10230401903390884"
"333","0.09013006091117859","0.09013006091117859","0.09013006091117859"
"335","0.100620336830616","0.100620336830616","0.100620336830616"
"337","0.09413620084524155","0.09413620084524155","0.09413620084524155"
"339","0.09734423458576202","0.09734423458576202","0.09734423458576202"
"341","0.10033451020717621","0.10033451020717621","0.10033451020717621"
"343","0.10685427486896515","0.10685427486896515","0.10685427486896515"
"345","0.1114123985171318","0.1114123985171318","0.1114123985171318"
"347","0.09817663580179214","0.09817663580179214","0.09817663580179214"
"349","0.09642773121595383","0.09642773121595383","0.09642773121595383"
"351","0.10149317234754562","0.10149317234754562","0.10149317234754562"
"353","0.10654893517494202","0.10654893517494202","0.10654893517494202"
"355","0.10762866586446762","0.10762866586446762","0.10762866586446762"
"357","0.10026507079601288","0.10026507079601288","0.10026507079601288"
"359","0.11162909120321274","0.11162909120321274","0.11162909120321274"
"361","0.107720285654068","0.107720285654068","0.107720285654068"
"363","0.10413285344839096","0.10413285344839096","0.10413285344839096"
"365","0.12853293120861053","0.12853293120861053","0.12853293120861053"
"367","0.1131463497877121","0.1131463497877121","0.1131463497877121"
"369","0.1187640056014061","0.1187640056014061","0.1187640056014061"
"371","0.11262451112270355","0.11262451112270355","0.11262451112270355"
"373","0.10097956657409668","0.10097956657409668","0.10097956657409668"
"375","0.11110249906778336","0.11110249906778336","0.11110249906778336"
"377","0.11807648837566376","0.11807648837566376","0.11807648837566376"
"379","0.10833217948675156","0.10833217948675156","0.10833217948675156"
"381","0.12294399738311768","0.12294399738311768","0.12294399738311768"
"383","0.12469542771577835","0.12469542771577835","0.12469542771577835"
"385","0.10740158706903458","0.10740158706903458","0.10740158706903458"
"387","0.1278376430273056","0.1278376430273056","0.1278376430273056"
"389","0.12340737879276276","0.12340737879276276","0.12340737879276276"
"391","0.12842346727848053","0.12842346727848053","0.12842346727848053"
"393","0.12757106125354767","0.12757106125354767","0.12757106125354767"
"395","0.1330147087574005","0.1330147087574005","0.1330147087574005"
"397","0.1314295530319214","0.1314295530319214","0.1314295530319214"
"399","0.12848614156246185","0.12848614156246185","0.12848614156246185"
"401","0.1281389594078064","0.1281389594078064","0.1281389594078064"
"403","0.13541796803474426","0.13541796803474426","0.13541796803474426"
"405","0.1416080892086029","0.1416080892086029","0.1416080892086029"
"407","0.1279119998216629","0.1279119998216629","0.1279119998216629"
"409","0.12620925903320312","0.12620925903320312","0.12620925903320312"
"411","0.12683920562267303","0.12683920562267303","0.12683920562267303"
"413","0.12861479818820953","0.12861479818820953","0.12861479818820953"
"415","0.11968358606100082","0.11968358606100082","0.11968358606100082"
"417","0.13016285002231598","0.13016285002231598","0.13016285002231598"
"419","0.13214276731014252","0.13214276731014252","0.13214276731014252"
"421","0.1371299773454666","0.1371299773454666","0.1371299773454666"
"423","0.13771812617778778","0.13771812617778778","0.13771812617778778"
"425","0.13030250370502472","0.13030250370502472","0.13030250370502472"
"427","0.13120807707309723","0.13120807707309723","0.13120807707309723"
"429","0.1304292529821396","0.1304292529821396","0.1304292529821396"
"431","0.12930305302143097","0.12930305302143097","0.12930305302143097"
"433","0.1298699676990509","0.1298699676990509","0.1298699676990509"
"435","0.13470947742462158","0.13470947742462158","0.13470947742462158"
"437","0.1324956715106964","0.1324956715106964","0.1324956715106964"
"439","0.142983078956604","0.142983078956604","0.142983078956604"
"441","0.1365673691034317","0.1365673691034317","0.1365673691034317"
"443","0.1342412382364273","0.1342412382364273","0.1342412382364273"
"445","0.14461249113082886","0.14461249113082886","0.14461249113082886"
"447","0.13555051386356354","0.13555051386356354","0.13555051386356354"
"449","0.1450456976890564","0.1450456976890564","0.1450456976890564"
"451","0.14913108944892883","0.14913108944892883","0.14913108944892883"
"453","0.14455349743366241","0.14455349743366241","0.14455349743366241"
"455","0.14235150814056396","0.14235150814056396","0.14235150814056396"
"457","0.14419834315776825","0.14419834315776825","0.14419834315776825"
"459","0.13036273419857025","0.13036273419857025","0.13036273419857025"
"461","0.13632245361804962","0.13632245361804962","0.13632245361804962"
"463","0.14234291017055511","0.14234291017055511","0.14234291017055511"
"465","0.1453610211610794","0.1453610211610794","0.1453610211610794"
"467","0.14595822989940643","0.14595822989940643","0.14595822989940643"
"469","0.14624032378196716","0.14624032378196716","0.14624032378196716"
"471","0.14197732508182526","0.14197732508182526","0.14197732508182526"
"473","0.14831916987895966","0.14831916987895966","0.14831916987895966"
"475","0.1375901997089386","0.1375901997089386","0.1375901997089386"
"477","0.14378565549850464","0.14378565549850464","0.14378565549850464"
"479","0.1494104564189911","0.1494104564189911","0.1494104564189911"
"481","0.14864930510520935","0.14864930510520935","0.14864930510520935"
"483","0.1473722606897354","0.1473722606897354","0.1473722606897354"
"485","0.14768637716770172","0.14768637716770172","0.14768637716770172"
"487","0.1399393081665039","0.1399393081665039","0.1399393081665039"
"489","0.13917987048625946","0.13917987048625946","0.13917987048625946"
"491","0.14319665729999542","0.14319665729999542","0.14319665729999542"
"493","0.14609019458293915","0.14609019458293915","0.14609019458293915"
"495","0.15727712213993073","0.15727712213993073","0.15727712213993073"
"497","0.15861305594444275","0.15861305594444275","0.15861305594444275"
"499","0.15013141930103302","0.15013141930103302","0.15013141930103302"
